operatetime,_c1
2021112216,69810
2021112215,77384
2021112214,85176
2021112213,39331
2021112212,18066
2021112211,53584
2021112210,73268
2021112209,97541
2021112208,90865
2021112207,4815
2021112206,286
2021112205,158
2021112204,21
2021112203,126
2021112202,28
2021112201,219
2021112200,336
2021112123,794
2021112122,1168
2021112121,1776
2021112120,2066
2021112119,2500
2021112118,3082
2021112117,4900
2021112116,5538
2021112115,5915
2021112114,5532
2021112113,4241
2021112112,3316
2021112111,5283
2021112110,6121
2021112109,7052
2021112108,4173
2021112107,641
2021112106,124
2021112105,159
2021112104,30
2021112103,151
2021112102,48
2021112101,218
2021112100,266
2021112023,683
2021112022,1039
2021112021,1495
2021112020,1846
2021112019,2360
2021112018,3193
2021112017,5772
2021112016,7037
2021112015,7856
2021112014,6591
2021112013,5424
2021112012,4521
2021112011,8465
2021112010,10468
2021112009,12305
2021112008,8374
2021112007,1155
2021112006,203
2021112005,195
2021112004,48
2021112003,194
2021112002,109
2021112001,245
2021112000,441
2021111923,1027
2021111922,1632
2021111921,2760
2021111920,4297
2021111919,8065
2021111918,19006
2021111917,48046
2021111916,67233
2021111915,71062
2021111914,76876
2021111913,36980
2021111912,17697
2021111911,49092
2021111910,66520
2021111909,89113
2021111908,91931
2021111907,5423
2021111906,465
2021111905,281
2021111904,102
2021111903,230
2021111902,144
2021111901,325
2021111900,491
2021111823,1246
2021111822,2043
2021111821,3221
2021111820,4607
2021111819,8757
2021111818,18945
2021111817,47553
2021111816,65186
2021111815,72078
2021111814,78590
2021111813,35883
2021111812,16197
2021111811,47303
2021111810,67170
2021111809,89627
2021111808,90668
2021111807,5169
2021111806,440
2021111805,182
2021111804,53
2021111803,148
2021111802,71
2021111801,212
2021111800,409
2021111723,1008
2021111722,1749
2021111721,2932
2021111720,4711
2021111719,8317
2021111718,17713
2021111717,45911
2021111716,65715
2021111715,71952
2021111714,79706
2021111713,36187
2021111712,16245
2021111711,49668
2021111710,67383
2021111709,91276
2021111708,91900
2021111707,5074
2021111706,372
2021111705,186
2021111704,51
2021111703,139
2021111702,64
2021111701,224
2021111700,365
2021111623,1092
2021111622,1829
2021111621,2731
2021111620,4625
2021111619,8384
2021111618,18592
2021111617,46803
2021111616,66908
2021111615,72809
2021111614,79020
2021111613,36682
2021111612,16431
2021111611,46814
2021111610,66155
2021111609,88685
2021111608,90294
2021111607,5178
2021111606,380
2021111605,158
2021111604,35
2021111603,118
2021111602,63
2021111601,228
2021111600,410
2021111523,978
2021111522,1743
2021111521,2850
2021111520,4679
2021111519,8464
2021111518,18367
2021111517,47437
2021111516,68469
2021111515,73272
2021111514,81815
2021111513,37874
2021111512,16809
2021111511,50559
2021111510,69539
2021111509,93559
2021111508,89527
2021111507,4890
2021111506,313
2021111505,134
2021111504,28
2021111503,101
2021111502,58
2021111501,176
2021111500,246
2021111423,759
2021111422,1175
2021111421,1640
2021111420,2057
2021111419,2315
2021111418,2911
2021111417,4867
2021111416,5142
2021111415,5607
2021111414,4689
2021111413,3877
2021111412,3106
2021111411,4889
2021111410,5672
2021111409,6654
2021111408,4024
2021111407,574
2021111406,142
2021111405,137
2021111404,31
2021111403,145
2021111402,67
2021111401,191
2021111400,300
2021111323,667
2021111322,1120
2021111321,1537
2021111320,1775
2021111319,2150
2021111318,3177
2021111317,5466
2021111316,6318
2021111315,6931
2021111314,6098
2021111313,4720
2021111312,4210
2021111311,7538
2021111310,9367
2021111309,10986
2021111308,7511
2021111307,966
2021111306,152
2021111305,142
2021111304,40
2021111303,143
2021111302,67
2021111301,194
2021111300,379
2021111223,889
2021111222,1479
2021111221,2566
2021111220,3751
2021111219,7219
2021111218,16974
2021111217,44706
2021111216,61208
2021111215,66700
2021111214,73559
2021111213,33917
2021111212,16280
2021111211,46522
2021111210,65682
2021111209,86555
2021111208,86227
2021111207,4903
2021111206,337
2021111205,169
2021111204,55
2021111203,146
2021111202,67
2021111201,235
2021111200,380
2021111123,909
2021111122,1745
2021111121,2909
2021111120,4091
2021111119,7617
2021111118,16322
2021111117,42469
2021111116,61444
2021111115,67165
2021111114,75156
2021111113,33880
2021111112,15444
2021111111,44184
2021111110,62475
2021111109,86575
2021111108,86381
2021111107,4805
2021111106,331
2021111105,180
2021111104,53
2021111103,138
2021111102,78
2021111101,229
2021111100,377
2021111023,934
2021111022,1655
2021111021,2623
2021111020,4277
2021111019,7414
2021111018,16364
2021111017,43155
2021111016,61532
2021111015,68635
2021111014,75232
2021111013,34727
2021111012,15527
2021111011,45806
2021111010,62187
2021111009,89029
2021111008,87336
2021111007,4772
2021111006,336
2021111005,166
2021111004,40
2021111003,128
2021111002,66
2021111001,168
2021111000,303
2021110923,838
2021110922,1568
2021110921,2741
2021110920,4220
2021110919,7463
2021110918,16365
2021110917,43272
2021110916,61483
2021110915,68631
2021110914,75277
2021110913,33971
2021110912,15726
2021110911,45595
2021110910,63585
2021110909,86662
2021110908,84295
2021110907,4607
2021110906,306
2021110905,146
2021110904,35
2021110903,131
2021110902,75
2021110901,207
2021110900,370
2021110823,861
2021110822,1697
2021110821,2643
2021110820,4283
2021110819,7874
2021110818,16532
2021110817,41761
2021110816,59900
2021110815,69230
2021110814,77791
2021110813,34880
2021110812,15846
2021110811,46786
2021110810,68750
2021110809,91682
2021110808,79756
2021110807,4316
2021110806,309
2021110805,167
2021110804,59
2021110803,156
2021110802,84
2021110801,191
2021110800,275
2021110723,688
2021110722,1066
2021110721,1688
2021110720,1841
2021110719,2027
2021110718,2381
2021110717,4149
2021110716,4522
2021110715,4903
2021110714,4111
2021110713,3546
2021110712,2698
2021110711,4495
2021110710,5043
2021110709,5937
2021110708,3626
2021110707,556
2021110706,144
2021110705,158
2021110704,65
2021110703,134
2021110702,55
2021110701,216
2021110700,272
2021110623,651
2021110622,1002
2021110621,1506
2021110620,1715
2021110619,2206
2021110618,2721
2021110617,5152
2021110616,5906
2021110615,6655
2021110614,5625
2021110613,4705
2021110612,4185
2021110611,7514
2021110610,9008
2021110609,10890
2021110608,7334
2021110607,1016
2021110606,207
2021110605,285
2021110604,101
2021110603,292
2021110602,141
2021110601,217
2021110600,393
2021110523,868
2021110522,1575
2021110521,2268
2021110520,3566
2021110519,6667
2021110518,15692
2021110517,39824
2021110516,55874
2021110515,62201
2021110514,68022
2021110513,31149
2021110512,14943
2021110511,41895
2021110510,57703
2021110509,77644
2021110508,81976
2021110507,4727
2021110506,362
2021110505,168
2021110504,57
2021110503,133
2021110502,77
2021110501,214
2021110500,367
2021110423,902
2021110422,1622
2021110421,2735
2021110420,3587
2021110419,6556
2021110418,16127
2021110417,39135
2021110416,55189
2021110415,62187
2021110414,69448
2021110413,31521
2021110412,13681
2021110411,40462
2021110410,58011
2021110409,80587
2021110408,86025
2021110407,5170
2021110406,416
2021110405,179
2021110404,72
2021110403,147
2021110402,106
2021110401,264
2021110400,356
2021110323,884
2021110322,1543
2021110321,2359
2021110320,3679
2021110319,6913
2021110318,14684
2021110317,39040
2021110316,55845
2021110315,62082
2021110314,70064
2021110313,30703
2021110312,13365
2021110311,40167
2021110310,57487
2021110309,80350
2021110308,85647
2021110307,4904
2021110306,355
2021110305,162
2021110304,69
2021110303,134
2021110302,115
2021110301,216
2021110300,407
2021110223,1071
2021110222,1672
2021110221,3146
2021110220,4237
2021110219,7320
2021110218,15061
2021110217,39724
2021110216,56964
2021110215,63040
2021110214,71000
2021110213,31607
2021110212,13761
2021110211,41821
2021110210,58164
2021110209,79439
2021110208,83366
2021110207,4929
2021110206,357
2021110205,176
2021110204,60
2021110203,142
2021110202,87
2021110201,225
2021110200,340
2021110123,858
2021110122,1501
2021110121,2415
2021110120,3889
2021110119,6899
2021110118,15013
2021110117,40175
2021110116,57167
2021110115,64055
2021110114,73001
2021110113,34022
2021110112,14463
2021110111,43546
2021110110,61425
2021110109,83506
2021110108,82919
2021110107,4794
2021110106,326
2021110105,167
2021110104,63
2021110103,142
2021110102,102
2021110101,193
2021110100,344
2021103123,917
2021103122,1494
2021103121,2117
2021103120,2661
2021103119,3223
2021103118,4433
2021103117,6927
2021103116,7608
2021103115,7965
2021103114,6481
2021103113,5291
2021103112,4349
2021103111,7311
2021103110,8423
2021103109,8754
2021103108,5356
2021103107,817
2021103106,210
2021103105,175
2021103104,70
2021103103,156
2021103102,110
2021103101,237
2021103100,430
2021103023,936
2021103022,1368
2021103021,2122
2021103020,2418
2021103019,3221
2021103018,4544
2021103017,7668
2021103016,8637
2021103015,9576
2021103014,7866
2021103013,6213
2021103012,5704
2021103011,10172
2021103010,12115
2021103009,13590
2021103008,8748
2021103007,1140
2021103006,211
2021103005,186
2021103004,80
2021103003,168
2021103002,162
2021103001,241
2021103000,429
2021102923,1090
2021102922,2081
2021102921,3285
2021102920,4997
2021102919,9768
2021102918,21396
2021102917,48953
2021102916,65733
2021102915,70251
2021102914,75481
2021102913,35033
2021102912,17537
2021102911,47251
2021102910,64080
2021102909,84282
2021102908,87530
2021102907,5300
2021102906,488
2021102905,256
2021102904,159
2021102903,315
2021102902,270
2021102901,475
2021102900,703
2021102823,1328
2021102822,2217
2021102821,3409
2021102820,4907
2021102819,8873
2021102818,18889
2021102817,47070
2021102816,64097
2021102815,70558
2021102814,77062
2021102813,34208
2021102812,16560
2021102811,46235
2021102810,63727
2021102809,86118
2021102808,87281
2021102807,5217
2021102806,345
2021102805,207
2021102804,47
2021102803,138
2021102802,60
2021102801,215
2021102800,369
2021102723,941
2021102722,1771
2021102721,2936
2021102720,4632
2021102719,8370
2021102718,17625
2021102717,45281
2021102716,63274
2021102715,69805
2021102714,77675
2021102713,34546
2021102712,16277
2021102711,46213
2021102710,63411
2021102709,86128
2021102708,87861
2021102707,5237
2021102706,370
2021102705,164
2021102704,80
2021102703,167
2021102702,119
2021102701,260
2021102700,440
2021102623,950
2021102622,1589
2021102621,2891
2021102620,4400
2021102619,8201
2021102618,17712
2021102617,45589
2021102616,64480
2021102615,70123
2021102614,79659
2021102613,35286
2021102612,15660
2021102611,46391
2021102610,64049
2021102609,86488
2021102608,90117
2021102607,5442
2021102606,435
2021102605,233
2021102604,127
2021102603,191
2021102602,159
2021102601,263
2021102600,453
2021102523,1005
2021102522,1780
2021102521,2910
2021102520,4558
2021102519,8320
2021102518,18199
2021102517,46505
2021102516,65309
2021102515,72975
2021102514,80800
2021102513,35864
2021102512,16314
2021102511,48219
2021102510,68090
2021102509,90914
2021102508,87591
2021102507,5196
2021102506,374
2021102505,201
2021102504,67
2021102503,172
2021102502,72
2021102501,223
2021102500,343
2021102423,768
2021102422,1045
2021102421,1653
2021102420,1839
2021102419,2204
2021102418,2709
2021102417,4538
2021102416,4687
2021102415,5201
2021102414,4149
2021102413,3329
2021102412,2526
2021102411,4665
2021102410,5365
2021102409,6097
2021102408,3910
2021102407,631
2021102406,89
2021102405,149
2021102404,33
2021102403,130
2021102402,63
2021102401,220
2021102400,268
2021102323,610
2021102322,935
2021102321,1436
2021102320,1735
2021102319,2060
2021102318,3089
2021102317,5299
2021102316,5842
2021102315,6498
2021102314,5508
2021102313,4285
2021102312,3714
2021102311,7083
2021102310,8982
2021102309,10246
2021102308,6946
2021102307,957
2021102306,129
2021102305,182
2021102304,30
2021102303,123
2021102302,60
2021102301,169
2021102300,340
2021102223,906
2021102222,1581
2021102221,2668
2021102220,3708
2021102219,7133
2021102218,15997
2021102217,41826
2021102216,57604
2021102215,64100
2021102214,70216
2021102213,30536
2021102212,14938
2021102211,42049
2021102210,58439
2021102209,79009
2021102208,81639
2021102207,4999
2021102206,351
2021102205,181
2021102204,45
2021102203,152
2021102202,98
2021102201,226
2021102200,325
2021102123,877
2021102122,1720
2021102121,2595
2021102120,3832
2021102119,7085
2021102118,15652
2021102117,41723
2021102116,59161
2021102115,64525
2021102114,71325
2021102113,31627
2021102112,14126
2021102111,41833
2021102110,58632
2021102109,82058
2021102108,82964
2021102107,4939
2021102106,397
2021102105,163
2021102104,42
2021102103,133
2021102102,75
2021102101,226
2021102100,327
2021102023,957
2021102022,1696
2021102021,2826
2021102020,3990
2021102019,7019
2021102018,15918
2021102017,43693
2021102016,60619
2021102015,67113
2021102014,74396
2021102013,32612
2021102012,15530
2021102011,44555
2021102010,62039
2021102009,87453
2021102008,86022
2021102007,5079
2021102006,375
2021102005,219
2021102004,71
2021102003,168
2021102002,108
2021102001,283
2021102000,380
2021101923,964
2021101922,1707
2021101921,2596
2021101920,3786
2021101919,7158
2021101918,15836
2021101917,44329
2021101916,61569
2021101915,68596
2021101914,75495
2021101913,32233
2021101912,14871
2021101911,44492
2021101910,62537
2021101909,84860
2021101908,87019
2021101907,5360
2021101906,444
2021101905,248
2021101904,118
2021101903,219
2021101902,155
2021101901,315
2021101900,431
2021101823,951
2021101822,1647
2021101821,2637
2021101820,4098
2021101819,7336
2021101818,16071
2021101817,44364
2021101816,62420
2021101815,69325
2021101814,77671
2021101813,33823
2021101812,14779
2021101811,46221
2021101810,65484
2021101809,91624
2021101808,87309
2021101807,5206
2021101806,353
2021101805,161
2021101804,41
2021101803,127
2021101802,48
2021101801,182
2021101800,257
2021101723,645
2021101722,940
2021101721,1513
2021101720,1733
2021101719,2028
2021101718,2719
2021101717,4399
2021101716,4556
2021101715,4966
2021101714,3954
2021101713,3531
2021101712,2486
2021101711,4394
2021101710,5083
2021101709,5944
2021101708,3680
2021101707,635
2021101706,111
2021101705,154
2021101704,35
2021101703,138
2021101702,46
2021101701,213
2021101700,301
2021101623,624
2021101622,933
2021101621,1407
2021101620,1633
2021101619,2006
2021101618,2915
2021101617,5121
2021101616,5778
2021101615,6498
2021101614,5152
2021101613,4156
2021101612,3467
2021101611,6709
2021101610,8524
2021101609,10282
2021101608,7183
2021101607,1031
2021101606,217
2021101605,195
2021101604,76
2021101603,175
2021101602,98
2021101601,230
2021101600,342
2021101523,981
2021101522,296
2021101521,2213
2021101520,3462
2021101519,6210
2021101518,15279
2021101517,41709
2021101516,57364
2021101515,61851
2021101514,68056
2021101513,30580
2021101512,14829
2021101511,41719
2021101510,58514
2021101509,80120
2021101508,84134
2021101507,5245
2021101506,364
2021101505,187
2021101504,61
2021101503,147
2021101502,110
2021101501,259
2021101500,391
2021101423,974
2021101422,1577
2021101421,2657
2021101420,3639
2021101419,6547
2021101418,14235
2021101417,40070
2021101416,58286
2021101415,64610
2021101414,71299
2021101413,31708
2021101412,13577
2021101411,42359
2021101410,59144
2021101409,83155
2021101408,85819
2021101407,5263
2021101406,351
2021101405,212
2021101404,74
2021101403,171
2021101402,93
2021101401,225
2021101400,333
2021101323,896
2021101322,1405
2021101321,2256
2021101320,3613
2021101319,6504
2021101318,14030
2021101317,39868
2021101316,55923
2021101315,61498
2021101314,69987
2021101313,30160
2021101312,12975
2021101311,40023
2021101310,57970
2021101309,79962
2021101308,84967
2021101307,5203
2021101306,388
2021101305,165
2021101304,48
2021101303,132
2021101302,56
2021101301,205
2021101300,346
2021101223,748
2021101222,1345
2021101221,2267
2021101220,3468
2021101219,6166
2021101218,14510
2021101217,40145
2021101216,57216
2021101215,64467
2021101214,72385
2021101213,31552
2021101212,13143
2021101211,41225
2021101210,58417
2021101209,81565
2021101208,86092
2021101207,5342
2021101206,352
2021101205,152
2021101204,47
2021101203,130
2021101202,62
2021101201,209
2021101200,242
2021101123,713
2021101122,1240
2021101121,2102
2021101120,3469
2021101119,6400
2021101118,14760
2021101117,41268
2021101116,57522
2021101115,64625
2021101114,74241
2021101113,32806
2021101112,14676
2021101111,43825
2021101110,60765
2021101109,83727
2021101108,89297
2021101107,5659
2021101106,335
2021101105,138
2021101104,24
2021101103,121
2021101102,44
2021101101,180
2021101100,265
2021101023,665
2021101022,925
2021101021,1427
2021101020,1604
2021101019,1998
2021101018,2493
2021101017,4440
2021101016,4886
2021101015,5571
2021101014,4598
2021101013,3598
2021101012,2887
2021101011,5138
2021101010,6285
2021101009,7473
2021101008,5029
2021101007,725
2021101006,134
2021101005,146
2021101004,32
2021101003,129
2021101002,58
2021101001,179
2021101000,304
2021100923,645
2021100922,1139
2021100921,1871
2021100920,2881
2021100919,5620
2021100918,13901
2021100917,38288
2021100916,53828
2021100915,60534
2021100914,68065
2021100913,29427
2021100912,13131
2021100911,40293
2021100910,58260
2021100909,78669
2021100908,82437
2021100907,4884
2021100906,304
2021100905,148
2021100904,51
2021100903,135
2021100902,48
2021100901,169
2021100900,247
2021100823,673
2021100822,1199
2021100821,2005
2021100820,2895
2021100819,5416
2021100818,13331
2021100817,38762
2021100816,56290
2021100815,64232
2021100814,72783
2021100813,31231
2021100812,12733
2021100811,42750
2021100810,61204
2021100809,87197
2021100808,84429
2021100807,4979
2021100806,249
2021100805,122
2021100804,35
2021100803,120
2021100802,42
2021100801,258
2021100800,351
2021100723,553
2021100722,883
2021100721,1269
2021100720,1524
2021100719,1761
2021100718,2486
2021100717,4287
2021100716,4706
2021100715,5478
2021100714,3960
2021100713,3236
2021100712,2487
2021100711,4577
2021100710,5702
2021100709,7080
2021100708,4749
2021100707,605
2021100706,86
2021100705,124
2021100704,35
2021100703,117
2021100702,50
2021100701,171
2021100700,218
2021100623,434
2021100622,592
2021100621,937
2021100620,1111
2021100619,1305
2021100618,1842
2021100617,3599
2021100616,3905
2021100615,4519
2021100614,3316
2021100613,2741
2021100612,2201
2021100611,4242
2021100610,5084
2021100609,6430
2021100608,4317
2021100607,627
2021100606,99
2021100605,135
2021100604,43
2021100603,119
2021100602,42
2021100601,187
2021100600,176
2021100523,428
2021100522,525
2021100521,872
2021100520,1052
2021100519,1296
2021100518,1880
2021100517,3691
2021100516,3725
2021100515,4297
2021100514,3095
2021100513,2640
2021100512,2013
2021100511,3968
2021100510,4613
2021100509,6119
2021100508,4194
2021100507,629
2021100506,109
2021100505,139
2021100504,45
2021100503,119
2021100502,43
2021100501,172
2021100500,167
2021100423,439
2021100422,552
2021100421,843
2021100420,1039
2021100419,1276
2021100418,1889
2021100417,3593
2021100416,3770
2021100415,4464
2021100414,3456
2021100413,2562
2021100412,2056
2021100411,4072
2021100410,4546
2021100409,5697
2021100408,4028
2021100407,646
2021100406,125
2021100405,149
2021100404,55
2021100403,132
2021100402,57
2021100401,156
2021100400,192
2021100323,443
2021100322,533
2021100321,826
2021100320,971
2021100319,1224
2021100318,1952
2021100317,3719
2021100316,4197
2021100315,4970
2021100314,3707
2021100313,3158
2021100312,2563
2021100311,4940
2021100310,6239
2021100309,8209
2021100308,5649
2021100307,922
2021100306,187
2021100305,155
2021100304,87
2021100303,149
2021100302,70
2021100301,208
2021100300,311
2021100223,797
2021100222,1097
2021100221,1762
2021100220,1727
2021100219,2123
2021100218,3002
2021100217,5509
2021100216,5912
2021100215,6403
2021100214,5274
2021100213,3705
2021100212,3180
2021100211,5660
2021100210,7179
2021100209,9305
2021100208,6368
2021100207,1053
2021100206,200
2021100205,166
2021100204,54
2021100203,138
2021100202,86
2021100201,198
2021100200,300
2021100123,632
2021100122,1061
2021100121,1469
2021100120,1724
2021100119,2137
2021100118,3468
2021100117,6258
2021100116,6879
2021100115,7710
2021100114,6111
2021100113,4326
2021100112,3765
2021100111,7276
2021100110,8780
2021100109,11307
2021100108,8365
2021100107,1335
2021100106,273
2021100105,153
2021100104,62
2021100103,142
2021100102,97
2021100101,275
2021100100,418
2021093023,1269
2021093022,2162
2021093021,3184
2021093020,5176
2021093019,9792
2021093018,22124
2021093017,46299
2021093016,59985
2021093015,67426
2021093014,68832
2021093013,31510
2021093012,18658
2021093011,47215
2021093010,63615
2021093009,82525
2021093008,85644
2021093007,6148
2021093006,521
2021093005,234
2021093004,78
2021093003,161
2021093002,82
2021093001,262
2021093000,588
2021092923,1479
2021092922,2356
2021092921,3667
2021092920,5734
2021092919,10533
2021092918,22922
2021092917,48996
2021092916,62931
2021092915,69809
2021092914,69920
2021092913,30816
2021092912,17552
2021092911,44976
2021092910,61137
2021092909,81038
2021092908,87331
2021092907,5908
2021092906,533
2021092905,206
2021092904,82
2021092903,175
2021092902,121
2021092901,323
2021092900,628
2021092823,1239
2021092822,2036
2021092821,3511
2021092820,5522
2021092819,9750
2021092818,21823
2021092817,48908
2021092816,64347
2021092815,70661
2021092814,69766
2021092813,32003
2021092812,16809
2021092811,46902
2021092810,62073
2021092809,84988
2021092808,89139
2021092807,6067
2021092806,475
2021092805,184
2021092804,92
2021092803,170
2021092802,116
2021092801,284
2021092800,543
2021092723,1226
2021092722,2024
2021092721,3240
2021092720,5167
2021092719,9428
2021092718,21327
2021092717,49024
2021092716,65322
2021092715,72579
2021092714,73633
2021092713,32031
2021092712,16882
2021092711,47084
2021092710,63135
2021092709,86090
2021092708,91721
2021092707,5960
2021092706,465
2021092705,172
2021092704,60
2021092703,144
2021092702,108
2021092701,280
2021092700,499
2021092623,1087
2021092622,1960
2021092621,3268
2021092620,5041
2021092619,8634
2021092618,19768
2021092617,47089
2021092616,65658
2021092615,72336
2021092614,74014
2021092613,32408
2021092612,17171
2021092611,47945
2021092610,67402
2021092609,89579
2021092608,89803
2021092607,5618
2021092606,402
2021092605,170
2021092604,64
2021092603,136
2021092602,75
2021092601,184
2021092600,322
2021092523,736
2021092522,1127
2021092521,1811
2021092520,2070
2021092519,2349
2021092518,3301
2021092517,5801
2021092516,6111
2021092515,7054
2021092514,5252
2021092513,4321
2021092512,3723
2021092511,7009
2021092510,8282
2021092509,9524
2021092508,6506
2021092507,1202
2021092506,230
2021092505,167
2021092504,69
2021092503,155
2021092502,93
2021092501,238
2021092500,406
2021092423,954
2021092422,1750
2021092421,2822
2021092420,4399
2021092419,8406
2021092418,20165
2021092417,47943
2021092416,64669
2021092415,70348
2021092414,70277
2021092413,34586
2021092412,17505
2021092411,48047
2021092410,61076
2021092409,84123
2021092408,87091
2021092407,6082
2021092406,501
2021092405,230
2021092404,96
2021092403,195
2021092402,157
2021092401,347
2021092400,509
2021092323,1131
2021092322,1834
2021092321,3162
2021092320,4764
2021092319,8257
2021092318,19486
2021092317,49324
2021092316,62607
2021092315,70289
2021092314,71616
2021092313,31424
2021092312,15202
2021092311,45201
2021092310,63680
2021092309,89667
2021092308,94323
2021092307,6351
2021092306,455
2021092305,187
2021092304,67
2021092303,154
2021092302,81
2021092301,230
2021092300,387
2021092223,1041
2021092222,1837
2021092221,2950
2021092220,4622
2021092219,8050
2021092218,18992
2021092217,47105
2021092216,62728
2021092215,71978
2021092214,74159
2021092213,31857
2021092212,14436
2021092211,46672
2021092210,67382
2021092209,92042
2021092208,90715
2021092207,5767
2021092206,407
2021092205,180
2021092204,62
2021092203,156
2021092202,105
2021092201,220
2021092200,295
2021092123,597
2021092122,955
2021092121,1216
2021092120,1257
2021092119,1349
2021092118,1667
2021092117,3539
2021092116,3534
2021092115,3977
2021092114,2716
2021092113,2368
2021092112,1610
2021092111,3295
2021092110,4168
2021092109,6050
2021092108,4282
2021092107,728
2021092106,293
2021092105,209
2021092104,51
2021092103,151
2021092102,69
2021092101,205
2021092100,302
2021092023,818
2021092022,926
2021092021,1099
2021092020,1181
2021092019,1461
2021092018,2152
2021092017,4031
2021092016,4062
2021092015,4754
2021092014,3500
2021092013,2964
2021092012,2246
2021092011,4438
2021092010,5241
2021092009,6908
2021092008,4529
2021092007,785
2021092006,153
2021092005,159
2021092004,56
2021092003,152
2021092002,68
2021092001,205
2021092000,212
2021091923,574
2021091922,863
2021091921,1257
2021091920,1480
2021091919,1754
2021091918,2521
2021091917,4608
2021091916,5012
2021091915,5528
2021091914,4146
2021091913,3507
2021091912,2985
2021091911,5637
2021091910,6780
2021091909,8406
2021091908,5590
2021091907,1013
2021091906,199
2021091905,181
2021091904,55
2021091903,174
2021091902,88
2021091901,216
2021091900,330
2021091823,865
2021091822,1373
2021091821,2274
2021091820,3468
2021091819,6555
2021091818,15827
2021091817,41361
2021091816,56719
2021091815,65273
2021091814,66062
2021091813,29598
2021091812,15031
2021091811,41937
2021091810,60643
2021091809,81801
2021091808,85148
2021091807,5656
2021091806,403
2021091805,182
2021091804,40
2021091803,178
2021091802,117
2021091801,266
2021091800,389
2021091723,951
2021091722,1604
2021091721,2574
2021091720,3866
2021091719,7433
2021091718,20244
2021091717,27983
2021091716,40358
2021091715,65326
2021091714,65183
2021091713,28327
2021091712,13528
2021091711,40441
2021091710,57929
2021091709,79776
2021091708,83405
2021091707,5705
2021091706,522
2021091705,245
2021091704,73
2021091703,196
2021091702,101
2021091701,283
2021091700,471
2021091623,1045
2021091622,2043
2021091621,2793
2021091620,3926
2021091619,7049
2021091618,16933
2021091617,41976
2021091616,56376
2021091615,64847
2021091614,66277
2021091613,29000
2021091612,13992
2021091611,41018
2021091610,57030
2021091609,79764
2021091608,83340
2021091607,5552
2021091606,466
2021091605,222
2021091604,72
2021091603,199
2021091602,102
2021091601,299
2021091600,254
2021091523,1097
2021091522,1643
2021091521,2572
2021091520,3969
2021091519,7517
2021091518,17239
2021091517,41998
2021091516,58242
2021091515,66422
2021091514,66861
2021091513,28712
2021091512,13873
2021091511,41095
2021091510,58134
2021091509,79643
2021091508,85466
2021091507,5929
2021091506,528
2021091505,216
2021091504,67
2021091503,192
2021091502,96
2021091501,263
2021091500,373
2021091423,889
2021091422,1554
2021091421,2746
2021091420,4323
2021091419,8028
2021091418,17831
2021091417,44832
2021091416,59484
2021091415,67891
2021091414,69474
2021091413,30483
2021091412,14443
2021091411,42004
2021091410,59656
2021091409,83541
2021091408,89207
2021091407,6212
2021091406,509
2021091405,213
2021091404,60
2021091403,174
2021091402,69
2021091401,232
2021091400,341
2021091323,945
2021091322,1646
2021091321,2783
2021091320,4309
2021091319,8196
2021091318,19406
2021091317,45949
2021091316,62806
2021091315,71361
2021091314,74486
2021091313,32003
2021091312,15808
2021091311,46213
2021091310,66033
2021091309,92030
2021091308,91934
2021091307,6365
2021091306,518
2021091305,86
2021091304,32
2021091303,33
2021091302,52
2021091301,100
2021091300,227
2021091223,582
2021091222,979
2021091221,1601
2021091220,1968
2021091219,2137
2021091218,2690
2021091217,4726
2021091216,4795
2021091215,5307
2021091214,4018
2021091213,3436
2021091212,2595
2021091211,4661
2021091210,5338
2021091209,6699
2021091208,4506
2021091207,863
2021091206,198
2021091205,192
2021091204,57
2021091203,160
2021091202,63
2021091201,241
2021091200,309
2021091123,767
2021091122,647
2021091121,1459
2021091120,1580
2021091119,1973
2021091118,3176
2021091117,5563
2021091116,5808
2021091115,6837
2021091114,5086
2021091113,4193
2021091112,3535
2021091111,6843
2021091110,8496
2021091109,10854
2021091108,8058
2021091107,1421
2021091106,284
2021091105,220
2021091104,47
2021091103,174
2021091102,62
2021091101,224
2021091100,321
2021091023,853
2021091022,1517
2021091021,2485
2021091020,3490
2021091019,7112
2021091018,17451
2021091017,42310
2021091016,56601
2021091015,65764
2021091014,65089
2021091013,28939
2021091012,14068
2021091011,41183
2021091010,56755
2021091009,78548
2021091008,85077
2021091007,6058
2021091006,542
2021091005,237
2021091004,57
2021091003,186
2021091002,120
2021091001,288
2021091000,414
2021090923,899
2021090922,1514
2021090921,2486
2021090920,3915
2021090919,7309
2021090918,17376
2021090917,42023
2021090916,56810
2021090915,66244
2021090914,66706
2021090913,28955
2021090912,14046
2021090911,40090
2021090910,56954
2021090909,80294
2021090908,87709
2021090907,6133
2021090906,656
2021090905,361
2021090904,193
2021090903,201
2021090902,91
2021090901,295
2021090900,356
2021090823,902
2021090822,1458
2021090821,2421
2021090820,3943
2021090819,6806
2021090818,16533
2021090817,40952
2021090816,56536
2021090815,65861
2021090814,66877
2021090813,28458
2021090812,12878
2021090811,40206
2021090810,56838
2021090809,77668
2021090808,86590
2021090807,5832
2021090806,499
2021090805,231
2021090804,70
2021090803,189
2021090802,111
2021090801,236
2021090800,389
2021090723,897
2021090722,1555
2021090721,2374
2021090720,3808
2021090719,6803
2021090718,16943
2021090717,41291
2021090716,55730
2021090715,64598
2021090714,66121
